ID,SID,PID,port,PORT_LON,PORT_LAT,start_date,end_date,start_recovery_date,end_recovery_date,total_impact,total_impact_value,max_impact,day_of_recover,DD,CCD,BCD,SSHS,SSHS_1,SSHS_2,SSHS_3,SSHS_4,SSHS_5,IF_LANDFALL_CLOSE2PORT,IF_LANDFALL,WIND,PRESSURE,DISTANCE,Wind_speed,Surge_height,Rainfall,Port_ranking,D_normal,D_cyclone,C_normal,C_cyclone,B_normal,B_cyclone,E_normal,E_cyclone,Seaport,Pop_C,Pop_Tract,PCT_Pov,WF,PCT_TA,PCT_ACEW,PCT_TI,PCT_SV,SL,Railway_Length,Highway_Length,Dock_Count,Coast_Gulf_of_Mexico,Coast_Atlantic,Coast_Pacific
830,2019261N28264,139,"Brownsville, TX",-97.398138,25.952201,9/17/2019,9/18/2019,9/15/2019,9/18/2019 0:00,3,5.903072541,1,3,3,0.157168436,1.19E-04,0,0,0,0,0,0,0,0,30,1008,309.8632739,8.7,0.342,0,50,2.875,0,0.157168436,0,1.19E-04,0,0.073387706,0,1,421020,5072,0.88,0,53.96062271,99.93812912,66.62087912,95.00572001,11.17156,71.39610443,31.45825332,31,1,0,0
831,2019261N28264,41,"South Louisiana, LA, Port of",-90.61794,30.03345,9/18/2019,9/18/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1009,418.2263658,9.5,0.144,0,2,12.5,20,0.220499013,0.283950617,0.011202066,0.028574632,0.24131502,0.328276804,1,42481,1966,0.56,1,75.0409678,52.08100326,78.89314633,54.5974546,3.812527511,64.86154799,26.78614458,21,1,0,0
832,2019261N28264,42,"Terrebonne Parish Port, LA",-90.659051,29.57907,9/18/2019,9/18/2019,0,0,0,0,0,0,4,0.138476255,0.00219578,0,0,0,0,0,0,0,0,25,1009,432.3626436,5.5,0.012,0,126,4.2,0,0.138476255,0,0.00219578,0,0.070379851,0,1,109577,2955,0.94,1,88.44346443,11.22480546,91.0521496,96.10920444,1.263971822,0,47.71695596,15,1,0,0
833,2019261N28264,113,"Port of Greenville, MS",-91.101605,33.36781,9/18/2019,9/18/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1009,429.7734477,9.5,0.144,0,106,0,0,0,0,0,0,0,0,0,44922,3200,0.77,0,48.40707538,79.83009304,56.63557933,64.56933124,0,13.59008211,16.21631606,19,0,0,0
834,2019261N28264,114,"Port of Vicksburg, MS",-90.90056,32.3347,9/18/2019,9/18/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1009,394.1048726,9.5,0.144,0,98,0,0,0,0,0,0,0,0,0,10017,1846,0.66,0,75.74826489,27.10539466,86.2444573,71.15329615,0,50.75663992,40.90727554,5,0,0,0
835,2019265N12301,140,"Guaynabo, PR",-66.111141,18.430221,9/23/2019,9/25/2019,0,0,0,0,0,0,1,0.079184175,0,0,0,0,0,0,0,0,0,40,1004,80.28880811,13.8,0.199,0,134,0.666666667,0,0.079184175,0,0,0,0.00184528,0,1,82872,3021,0.96,1,67.72821477,78.18337577,99.16377482,41.95981696,5.253558,0,77.24948833,4,0,1,0
836,2019265N12301,141,"San Juan, PR",-66.096678,18.432783,9/23/2019,9/25/2019,0,0,0,0,0,0,1,0,0.003830481,0,0,0,0,0,0,0,0,40,1004,79.23303577,13.8,0.199,0,42,3,2,0.158102754,0.167521368,0.014067685,0.010237203,0.030858508,0.024054103,1,82872,3021,0,0,67.72821477,78.18337577,99.16377482,41.95981696,5.253558,0,102.4065089,7,0,1,0
837,2019265N12301,142,"Yabucoa, PR",-65.836226,18.051743,9/23/2019,9/25/2019,0,0,0,0,0,0,0,0.021661448,0,0,0,0,0,0,0,0,0,40,1004,36.06047368,13.8,0.303,1.0215,148,0.2,0,0.021661448,0,0,0,6.32E-04,1.49E-37,1,82872,3021,0.97,1,67.72821477,78.18337577,99.16377482,41.95981696,5.253558,0,18.64235386,0,0,1,0
838,2019265N12301,143,"Guayama, PR",-66.156002,17.938939,9/23/2019,9/25/2019,0,0,0,0,0,0,0,0.076772013,0,0,0,0,0,0,0,0,0,40,1004,64.60361345,13.8,0.199,6.4807,127,0.5,0,0.076772013,0,0,0,0.011770646,0,1,82872,3021,0.9,1,67.72821477,78.18337577,99.16377482,41.95981696,5.253558,0,17.07692605,0,0,1,0
839,2019265N12301,144,"Virgin Islands - St. Croix, VI",-64.73242,17.75271,9/23/2019,9/25/2019,9/21/2019,9/26/2019 0:00,3,14.99085344,0.711894902,5,1,0.057778485,0.003942959,0,0,0,0,0,0,0,0,40,1004,80.49898225,10.3,0.173,9.9535,70,2.125,1,0.173305398,0.115526913,0.003942959,0,0.030256588,0.003114022,1,82872,3021,0,1,67.72821477,78.18337577,99.16377482,41.95981696,5.253558,0,21.18037145,4,0,0,0
840,2019282N35286,54,"Wilmington, NC",-77.950496,34.227365,10/8/2019,10/8/2019,0,0,0,0,0,0,1,0,0.001767989,0,0,0,0,0,0,0,0,40,1009,363.3740409,10.5,0.102,0,62,6.125,5,0.190759344,0.205239205,0.003823778,0.002055789,0.118234299,0.124710126,1,225707,1846,0.89,0,32.78147291,49.1397568,31.96332177,73.42223176,2.101888761,26.25174742,53.52483823,20,0,1,0
841,2019282N35286,55,"Morehead City, NC",-76.72421,34.71693,10/8/2019,10/8/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1009,242.0097321,9.2,0.222,0.2521,108,1,1,0.115455281,0.137288387,0,0,0.015191382,0.012388594,1,67685,1236,0.27,0,33.21042992,96.75534826,31.02106227,56.64950665,0.742525,25.98292613,19.80369527,15,0,1,0
842,2019282N35286,56,"Virginia, VA, Port of",-76.31174,36.86642,10/8/2019,10/9/2019,0,0,0,0,0,0,0,0,0.007595647,0,0,0,0,0,0,0,0,40,1009,287.5967775,7.1,0.577,0.2014,9,8.875,9,0.230589797,0.23378819,0.014774964,0.007179317,0.185199052,0.120973987,1,238005,2546,0.31,0,31.81029497,30.23582324,29.61128783,30.54006387,0.262182302,257.5222337,57.21231589,21,0,1,0
843,2019282N35286,65,"Port of Providence, RI",-71.39844,41.81178,10/9/2019,10/11/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,995,395.1062965,12.1,0.311,7.2032,65,1.75,3,0.119288142,0.159801136,0.002907032,0.02246604,0.019803666,0.021114166,1,660728,3314,0.91,0,24.37825333,29.69564286,22.5503663,56.18594785,0.118777885,29.8476603,140.8762173,7,0,0,0
844,2019282N35286,66,"Boston, MA",-71.032029,42.342468,10/9/2019,10/11/2019,0,0,0,0,0,0,3,0.011873159,0.007025297,0,0,0,0,0,0,0,0,50,995,437.9929857,12.1,0.173,2.5027,76,6.25,3,0.169485239,0.15761208,0.01851955,0.011494253,0.08062244,0.02111164,1,800930,210,0,0,5.272797378,64.14820455,5.924667438,10.00166834,0.4239511,42.09495655,156.0631995,45,0,1,0
845,2019282N35286,62,"Port Jefferson, NY",-73.07216,40.94881,10/11/2019,10/11/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,996,410.8219636,9.3,0.526,2.00E-04,111,0,0,0,0,0,0,0,0,1,1525894,4843,0.08,0,67.99089069,24.15581943,63.8917004,14.68134801,0.21517115,12.73297049,9.029622533,8,0,0,0
846,2019282N35286,64,"New Haven, CT",-72.90473,41.29883,10/11/2019,10/11/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,996,428.3946923,11.2,0.506,1.00E-04,53,0,0,0,0,0,0,0,0,1,134023,7042,0.66,0,13.58444187,53.3779121,17.60531136,82.79112446,0.159136367,81.49594049,127.1276671,13,0,1,0
847,2019291N22264,138,"Port of Harlingen Authority, TX",-97.597105,26.201976,10/17/2019,10/18/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,38,1004,456.5124193,11.7,0.593,3.00E-04,130,0,0,0,0,0,0,0,0,1,421020,4148,0.84,0,90.47980528,8.809461485,84.54188356,86.18856952,0.988608577,11.49391115,23.17225343,5,1,0,0
848,2019291N22264,139,"Brownsville, TX",-97.398138,25.952201,10/17/2019,10/18/2019,0,0,0,0,0,0,0,0,4.15E-05,0,0,0,0,0,0,1,1,38,1004,422.4371749,9.9,0.593,0.1804,50,1.625,3,0.121261105,0.171929825,1.04E-04,6.24E-05,0.034576049,0.073525489,1,421020,5072,0.88,0,53.96062271,99.93812912,66.62087912,95.00572001,11.17156,71.39610443,31.45825332,31,1,0,0
849,2019291N22264,38,"Port of Iberia District, LA",-91.843795,29.937314,10/18/2019,10/18/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,1000,459.6075394,6.8,0.574,0.0201,110,0,0,0,0,0,0,0,0,1,70288,3793,0.89,1,56.91873916,99.12428908,58.11764989,59.29739263,19.69504161,4.405227273,8.422546884,39,1,0,0
850,2019291N22264,39,"West St. Mary Parish Port, LA",-91.513896,29.819673,10/18/2019,10/19/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,1000,432.1358791,6.4,0.242,1.00E-04,88,1.833333333,5,0.142456939,0.18543956,0,0,0.020655872,0.119584809,1,49398,1999,0.66,0,45.20676692,99.98929158,47.08044149,67.75465942,24.75534,14.08786715,19.5917999,3,1,0,0
851,2019291N22264,40,"Port of Greater Baton Rouge, LA",-91.19934,30.42292,10/18/2019,10/19/2019,0,0,0,0,0,0,0,0,0.002746554,0,0,0,0,0,0,1,1,50,998,452.8699391,6.4,0.242,2.00E-04,8,6.625,7,0.179509431,0.19350215,0.003573928,8.27E-04,0.115680696,0.158100337,1,27202,4545,0.4,0,46.28518411,85.47819051,68.64396568,40.50002383,0,61.97788469,74.13467471,23,1,0,0
852,2019291N22264,41,"South Louisiana, LA, Port of",-90.61794,30.03345,10/18/2019,10/19/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,996,369.8230071,11.1,0.702,0,2,10,13,0.214954166,0.239276852,0.00702289,0.012923076,0.183502948,0.256556123,1,42481,1966,0.56,1,75.0409678,52.08100326,78.89314633,54.5974546,3.812527511,64.86154799,26.78614458,21,1,0,0
853,2019291N22264,42,"Terrebonne Parish Port, LA",-90.659051,29.57907,10/18/2019,10/19/2019,0,0,0,0,0,0,0,0,1.03E-04,0,0,0,0,0,0,1,1,50,998,346.8225533,6.4,0.242,0,126,1.666666667,5,0.107901235,0.18543956,1.03E-04,0,0.022401782,0.119584809,1,109577,2955,0.94,1,88.44346443,11.22480546,91.0521496,96.10920444,1.263971822,0,47.71695596,15,1,0,0
854,2019291N22264,43,"New Orleans, LA",-90.085256,29.91414,10/18/2019,10/19/2019,0,0,0,0,0,0,0,0,0.002574878,0,0,0,0,0,0,1,1,50,996,323.4374393,11.1,0.702,0.0013,6,8.5,9,0.207860553,0.213968724,0.005908069,0.003333192,0.154122037,0.201558897,1,440783,1873,0.74,0,79.9944573,38.26475977,79.84263543,89.62295629,5.883773194,70.50210197,71.52025534,78,1,0,0
855,2019291N22264,44,"Plaquemines Port District, LA",-89.687447,29.480004,10/18/2019,10/19/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,996,262.1445247,12.2,0.789,1.05,12,14.625,20,0.240414808,0.278159341,0.022658011,0.051392947,0.247465383,0.380698501,1,23515,1808,0.95,1,97.08164642,92.90031649,94.63080779,94.43371943,0.969463683,0,13.43075913,1,1,0,0
856,2019291N22264,45,"Greater Lafourche Port, LA",-90.205279,29.121945,10/18/2019,10/19/2019,0,0,0,0,0,0,0,0.074733415,0,0,0,0,0,0,0,1,1,50,998,279.7868324,17.6,0.551,0,63,0.5,0,0.074733415,0,0,0,0.012664783,7.85E-28,1,97565,2129,0.68,0,95.11157702,34.97727435,96.45628494,62.04061204,2.856976041,0,0,57,1,0,0
857,2019291N22264,46,"Port of Gulfport, MS",-89.092568,30.359621,10/18/2019,10/19/2019,0,0,0,0,0,0,0,0,2.27E-04,0,0,0,0,0,0,0,1,50,996,274.5555884,8.2,0.622,0.7408,118,1.375,1,0.168380842,0.178021978,2.27E-04,0,0.030316461,0.02872624,1,208620,848,0.71,0,53.73529979,23.67275064,54.80648737,68.58406025,0.151334545,30.51200325,40.90197572,19,1,0,0
858,2019291N22264,47,"Port of Pascagoula, MS",-88.55879,30.34802,10/18/2019,10/20/2019,0,0,0,0,0,0,0,0,4.20E-04,0,0,0,0,0,0,0,1,50,996,239.9119589,13.5,0.62,0.652,27,2.5,3,0.18145596,0.193846154,4.81E-04,6.11E-05,0.057038537,0.070328836,1,143245,2080,0.82,1,37.15900328,83.52092902,34.65876229,48.63792364,2.482743,24.23887335,24.62524043,2,1,0,0
859,2019291N22264,48,"Mobile, AL",-88.035834,30.69123,10/18/2019,10/20/2019,0,0,0,0,0,0,0,0.007099085,0.002164425,0,0,0,0,0,0,0,1,40,996,220.6706793,7.8,0.506,1.7707,14,6,6,0.197144334,0.190045249,0.002461536,2.97E-04,0.12596189,0.147095381,1,414809,3354,0.88,1,73.30104106,14.58487019,93.4608155,79.18990419,0.869723684,190.7470371,69.65676454,50,1,0,0
860,2019291N22264,49,"Panama City Port Authority, FL",-85.633762,30.133998,10/18/2019,10/20/2019,0,0,0,0,0,0,2,0.151197214,3.17E-04,0,0,0,0,0,0,0,1,40,999,23.67587606,10.4,0.579,2.07,107,1.875,0,0.151197214,0,3.17E-04,0,0.045788877,3.73E-43,1,175208,2261,0.88,0,52.32191055,20.57206768,48.73120301,84.67634301,0.179502326,20.95162898,10.08867326,10,1,0,0
861,2019291N22264,50,"Jacksonville, FL",-81.665125,30.322757,10/19/2019,10/20/2019,10/19/2019,10/20/2019 0:00,1,9.05352245,0.549440795,1,0,0,0,0,0,0,0,0,0,0,1,38,1001,239.8348373,14.4,0.359,0.3617,34,12.5,12,0.242095465,0.268105389,0.033580117,0.046140893,0.247493376,0.202473915,1,995566,2320,0.94,1,28.973877,35.3806249,72.24672258,87.88431288,0.225099112,75.09877095,135.9016911,20,0,1,0
862,2019291N22264,51,"Port of Brunswick, GA",-81.53666,31.132426,10/19/2019,10/20/2019,10/19/2019,10/22/2019 0:00,3,7.393371011,1,3,6,0.047468176,0.005387048,0,0,0,0,0,0,0,1,38,1001,183.0638199,10.9,0.214,16.5209,97,6.5,1,0.199884253,0.152416077,0.005387048,0,0.148728434,0.012363937,1,84500,5359,0.51,0,93.57528436,7.209147372,96.45748988,13.58739692,0.402141383,24.94975637,10.89814897,14,0,1,0
863,2019291N22264,52,"Port of Savannah, GA",-81.095382,32.084711,10/19/2019,10/20/2019,0,0,0,0,0,0,0,0.004900269,0,0,0,0,0,0,0,0,1,40,1002,126.0906161,10.9,0.238,1.5103,13,11.125,12,0.241298018,0.236397749,0.01443136,0.015893537,0.224641838,0.18085724,1,295291,2929,0.61,0,4.542606516,90.60633463,8.220069404,72.05538872,2.542949951,86.51748892,96.48221647,26,0,1,0
864,2019291N22264,124,"Chattanooga, TN",-85.32682,35.02448,10/19/2019,10/20/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,1001,384.638016,12.1,0.65,2.2311,113,0,0,0,0,0,0,0,0,0,366209,2491,0.5,0,20.8899653,90.81455393,22.56362059,96.98865532,0,85.64022034,81.44540322,6,0,0,0
865,2019291N22264,125,"Guntersville, AL",-86.287506,34.373904,10/19/2019,10/20/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,1000,402.6327431,6.4,0.466,1.46,133,0,0,0,0,0,0,0,0,0,97611,3898,0.7,0,49.34090033,78.72831545,54.29077501,59.95995996,0,6.764458144,17.14314791,19,0,0,0
866,2019291N22264,126,"Tampa Port Authority, FL",-82.52235,27.78534,10/19/2019,10/20/2019,0,0,0,0,0,0,0,0,0.005831371,0,0,0,0,0,0,0,1,38,1000,388.3032515,14,0.615,0.0023,21,10.125,10,0.222651884,0.236397749,0.017651171,0.011819799,0.182721889,0.220093175,1,1459779,2655,0.05,0,55.20773087,23.75960783,51.37242144,65.91710758,1.920762842,0,0,75,1,0,0
867,2019291N22264,127,"Manatee County Port, FL",-82.564143,27.633681,10/19/2019,10/20/2019,0,0,0,0,0,0,0,0,1.46E-04,0,0,0,0,0,0,0,1,38,1000,399.6988389,14,0.535,30.7109,67,1.875,3,0.16678779,0.176223776,1.46E-04,0,0.04092498,0.094476035,1,399714,4204,0.27,1,61.55894544,99.87387859,75.53499132,67.56041756,8.638611,28.12006348,12.09063735,9,1,0,0
868,2019291N22264,53,"Port of Charleston, SC",-79.921595,32.788781,10/20/2019,10/20/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,1002,152.0807489,13,0.077,0,23,11.25,11,0.236751322,0.239316239,0.017000292,0.017388352,0.228265297,0.168395398,1,408481,1191,0.72,0,4.482359746,81.49584751,4.012434933,50.38610039,1.713303,19.19921243,50.19533816,6,0,1,0
869,2019291N22264,54,"Wilmington, NC",-77.950496,34.227365,10/20/2019,10/20/2019,0,0,0,0,0,0,2,0.002574001,0.007077612,0,0,0,0,0,0,0,1,40,1002,143.0808105,19.2,0.109,11.7802,62,5.875,4,0.202415397,0.199841396,0.007077612,0,0.123946161,0.080800075,1,225707,1846,0.89,0,32.78147291,49.1397568,31.96332177,73.42223176,2.101888761,26.25174742,53.52483823,20,0,1,0
870,2019291N22264,55,"Morehead City, NC",-76.72421,34.71693,10/20/2019,10/20/2019,0,0,0,0,0,0,1,0.078844478,0,0,0,0,0,0,0,0,0,40,1002,196.126055,14,0.236,10.7104,108,0.625,0,0.078844478,0,0,0,0.014393894,3.73E-43,1,67685,1236,0.27,0,33.21042992,96.75534826,31.02106227,56.64950665,0.742525,25.98292613,19.80369527,15,0,1,0
871,2019291N22264,56,"Virginia, VA, Port of",-76.31174,36.86642,10/20/2019,10/20/2019,0,0,0,0,0,0,0,0.006422069,8.08E-04,0,0,0,0,0,0,0,0,40,1002,37.63262019,10.4,0.354,2.2007,9,8.5,8,0.204224267,0.197802198,0.003782251,0.002973874,0.170996521,0.116990729,1,238005,2546,0.31,0,31.81029497,30.23582324,29.61128783,30.54006387,0.262182302,257.5222337,57.21231589,21,0,1,0
872,2019291N22264,57,"Baltimore, MD",-76.56164,39.250827,10/20/2019,10/20/2019,10/17/2019,10/19/2019 0:00,1,11.61193193,0.638199857,2,2,0.018444997,0.007248795,0,0,0,0,0,0,0,0,40,1002,221.9851821,7.5,0.256,1.14,16,10.625,9,0.206906535,0.188461538,0.008394387,0.001145592,0.197986473,0.123913827,1,854554,5980,0.88,1,14.51465201,75.7585132,15.12796414,79.96329663,0.096135528,175.9168648,56.57058486,78,0,0,0
873,2019291N22264,58,"Wilmington, DE",-75.50697,39.71589,10/20/2019,10/20/2019,0,0,0,0,0,0,2,0.003451357,0.001917026,0,0,0,0,0,0,0,0,40,1002,257.2080226,10.7,0.123,4.3502,54,4.75,3,0.191651507,0.188200149,0.003369758,0.001452732,0.099021078,0.050466658,1,570713,2131,0,0,52.31106613,27.15298765,60.24797571,72.10543877,1.894016479,64.94331919,20.20703115,5,0,1,0
874,2019291N22264,59,"South Jersey Port Corp, NJ",-75.261085,39.846445,10/20/2019,10/20/2019,0,0,0,0,0,0,1,0.031778076,0.002150624,0,0,0,0,0,0,0,0,40,1001,268.7624561,10.7,0.176,3.2904,30,7.25,6,0.194674004,0.162895928,0.003339065,0.001188441,0.137925967,0.062849316,1,302273,4816,0.47,0,41.88475998,46.89812722,40.23038365,26.2977263,2.338228441,48.8632096,12.01323824,5,0,1,0
875,2019291N22264,60,"Philadelphia Regional Port, PA",-75.202191,39.91882,10/20/2019,10/20/2019,0,0,0,0,0,0,1,0.018745055,7.73E-04,0,0,0,0,0,0,0,0,40,1001,275.3688252,4.2,0.176,3.2904,18,9.25,8,0.206945204,0.188200149,0.008081601,0.007309038,0.171778894,0.102226483,1,1603793,7109,0,0,7.533256217,83.12947672,7.615191826,84.60841794,0,140.5602765,83.51791539,6,0,0,0
876,2019291N22264,61,"New York, NY & NJ",-74.038357,40.673949,10/20/2019,10/20/2019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40,1001,354.6177378,7.4,0.119,0.51,4,10.75,10,0.219926768,0.22027972,0.016993204,0.024375683,0.197216298,0.136310659,1,2736119,2223,0.67,0,50.52896665,11.01420651,46.98525159,58.63959197,0.031374168,5.310926804,13.23278936,238,0,1,0
877,2019291N22264,62,"Port Jefferson, NY",-73.07216,40.94881,10/20/2019,10/20/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1001,402.2312572,3.5,0.104,2.9401,111,0,0,0,0,0,0,0,0,1,1525894,4843,0.08,0,67.99089069,24.15581943,63.8917004,14.68134801,0.21517115,12.73297049,9.029622533,8,0,0,0
878,2019291N22264,63,"Bridgeport, CT",-73.17886,41.172,10/20/2019,10/20/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1001,423.2695857,3.5,0.104,0.9802,143,0,0,0,0,0,0,0,0,1,61512,4649,0.76,1,47.7070079,18.15791352,46.38157895,91.25077458,0.25691241,44.51820194,102.8737214,15,0,1,0
879,2019291N22264,64,"New Haven, CT",-72.90473,41.29883,10/20/2019,10/20/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1001,443.554608,5.3,0.092,0.6401,53,0,0,0,0,0,0,0,0,1,134023,7042,0.66,0,13.58444187,53.3779121,17.60531136,82.79112446,0.159136367,81.49594049,127.1276671,13,0,1,0
880,2019291N22264,128,"Canaveral Port District, FL",-80.60815,28.41409,10/20/2019,10/20/2019,0,0,0,0,0,0,0,0,0.001402906,0,0,0,0,0,0,0,0,38,1001,473.7365677,8.7,-0.003,0,66,2.375,3,0.158155621,0.190045249,0.001402906,0,0.050371217,0.06302855,1,606621,2131,0,0,28.35333526,79.73966637,28.38948332,36.98579532,0.460419931,0,35.98131128,22,0,1,0
881,2019299N25265,27,"Corpus Christi, TX",-97.39789,27.81277,10/25/2019,10/25/2019,0,0,0,0,0,0,3,0.021263039,0.006491654,0,0,0,0,0,0,0,0,35,1004,431.5776164,16.93,0.454,3.7907,3,7.375,4,0.200474508,0.17921147,0.006791577,3.00E-04,0.138433141,0.085886647,1,353175,2730,0.79,0,72.53831695,39.14760964,98.35164835,81.38018971,0.398266001,44.69976388,72.05149245,34,1,0,0
882,2019299N25265,28,"Victoria, TX",-96.97247,28.69131,10/25/2019,10/25/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,998,455.059327,13.9,0.421,5.5002,121,0,0,0,0,0,0,0,0,1,91322,3225,0.59,1,89.11099865,51.49917902,99.47585309,94.664903,0.015102668,47.41633969,0,3,1,0,0
883,2019299N25265,29,"Calhoun Port Authority, TX",-96.592324,28.629389,10/25/2019,10/26/2019,0,0,0,0,0,0,0,0,0.002159258,0,0,0,0,0,0,0,0,40,998,423.3564978,13.9,0.421,0.23,77,3,6,0.172240881,0.173629951,0.00268515,5.26E-04,0.061902588,0.133698839,1,20105,4605,0.78,0,29.7462406,98.19384623,27.78340081,79.19467086,0.148552897,0,12.86644873,21,1,0,0
884,2019299N25265,30,"Port Freeport, TX",-95.3707,28.96133,10/25/2019,10/26/2019,0,0,0,0,0,0,1,0.023608759,0.001920306,0,0,0,0,0,0,0,0,43,997,361.555627,15.3,0.553,8.7809,19,5.875,5,0.190362277,0.166753517,0.002049763,1.29E-04,0.107853186,0.113530612,1,372035,6037,0.81,0,39.36162522,88.575304,40.51354347,90.05553172,0.1214167,45.79533704,34.44388847,29,1,0,0
885,2019299N25265,31,"Texas City, TX",-94.918091,29.363068,10/25/2019,10/26/2019,0,0,0,0,0,0,0,0.013311371,2.74E-05,0,0,0,0,0,0,0,0,45,996,353.4778207,15.3,0.711,21.8404,17,4.875,6,0.181732423,0.168421053,3.81E-04,3.53E-04,0.088486872,0.126074833,1,350684,2699,0.69,0,61.64449586,62.80132308,69.7127434,79.85485485,3.331735398,82.90400884,26.89038024,34,1,0,0
886,2019299N25265,32,"Galveston, TX",-94.8127,29.31049,10/25/2019,10/26/2019,0,0,0,0,0,0,0,6.96E-04,0.001535702,0,0,0,0,0,0,0,0,45,996,342.268794,15.3,0.673,21.8404,38,9.875,10,0.208623478,0.207927225,0.007663988,0.006128286,0.162352862,0.182477389,1,350684,3429,0.98,1,78.81603046,38.91559384,98.83000771,67.49725916,1.06381052,106.5651843,52.11589621,50,1,0,0
887,2019299N25265,33,"Houston Port Authority, TX",-95.293679,29.747023,10/25/2019,10/26/2019,10/26/2019,10/28/2019 0:00,1,32.23887696,0.278362642,2,2,0.039911094,0.03063969,0,0,0,0,0,0,0,0,45,995,395.4254736,8.1,0.471,0,1,16.75,15,0.25583552,0.215924426,0.042497581,0.011857891,0.267841259,0.246034386,1,4731122,3669,0.92,1,42.20768267,27.16845537,44.12352998,91.38543305,0.028902552,255.2834684,79.16706021,229,1,0,0
888,2019299N25265,34,"Beaumont, TX",-94.094985,30.084872,10/25/2019,10/26/2019,0,0,0,0,0,0,0,0,0.001784609,0,0,0,0,0,0,0,0,45,994,314.9019373,9.5,0.49,0,7,7.25,7,0.197581644,0.205391528,0.006811547,0.005026938,0.128803237,0.160003823,1,256521,1617,0.86,1,23.45286293,98.88989363,39.33993638,97.0637304,0.401576661,177.0853231,56.40203353,13,1,0,0
889,2019299N25265,35,"Port Arthur, TX",-93.96069,29.83142,10/25/2019,10/26/2019,0,0,0,0,0,0,1,0.003403768,0.001289831,0,0,0,0,0,0,0,0,45,995,301.8980267,9.5,0.502,11.2007,15,3.75,3,0.162291553,0.158887786,0.001289831,0,0.070448123,0.081283855,1,256521,2279,0.36,0,93.48611914,46.72203317,97.5913341,37.92125459,7.013639755,47.91782569,26.92577563,31,1,0,0
890,2019299N25265,36,"Orange County Nav District, TX",-93.72356,30.09537,10/25/2019,10/26/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,994,283.8106008,9.5,0.49,3.02,83,1.75,2,0.135774405,0.151730678,1.00E-05,8.96E-05,0.031797671,0.037100167,1,84810,3283,0.75,0,65.3340081,44.87661519,72.45638134,72.88717289,1.409428011,24.80922205,22.5410433,8,1,0,0
891,2019299N25265,37,"Lake Charles Harbor District, LA",-93.286839,30.106406,10/25/2019,10/26/2019,0,0,0,0,0,0,1,0.007312669,0,0,0,0,0,0,0,1,1,45,994,248.8949404,11.1,0.402,14.5812,10,7.25,6,0.200900086,0.193587417,0.007532557,0.008951085,0.134068441,0.095946715,1,216783,4464,0.36,0,91.85343166,55.07222235,87.86027569,14.27260594,6.039098679,8.420022321,10.2096898,7,1,0,0
892,2019299N25265,38,"Port of Iberia District, LA",-91.843795,29.937314,10/25/2019,10/26/2019,0,0,0,0,0,0,1,0.135507804,0,0,0,0,0,0,0,1,1,45,994,120.2471959,11.3,0.495,11.4518,110,1,0,0.135507804,0,0,0,0.015957765,0,1,70288,3793,0.89,1,56.91873916,99.12428908,58.11764989,59.29739263,19.69504161,4.405227273,8.422546884,39,1,0,0
893,2019299N25265,39,"West St. Mary Parish Port, LA",-91.513896,29.819673,10/25/2019,10/26/2019,0,0,0,0,0,0,0,0.004520064,0,0,0,0,0,0,0,1,1,45,994,90.49310627,8.5,0.291,30.2612,88,2,2,0.14724977,0.142729706,0,0,0.026747762,0.023089812,1,49398,1999,0.66,0,45.20676692,99.98929158,47.08044149,67.75465942,24.75534,14.08786715,19.5917999,3,1,0,0
