id,time_utc,text,photos,CycloneName,Year,PortList,Condition,ConditionEffectiveTime,VesselOps,OceanVesselOps,FacilityOps
83,9/25/2022 14:05,@NWSTampaBay #HappeningNow USCG Sector St Petersburg set Port Condition X-RAY ahead of #tropicalstormian. Follow @NWSTampaBay for the latest storm updates.  Stay up to date on port conditions in Tampa Bay at https://t.co/lNWbbovDDP https://t.co/BG5KTIIrHb,83_1.jpg,IAN,2022,"Tampa, Manatee, StPetersburg",X-RAY,9/25/2022 2:00,"Vessels wishing to remain in port must obtain Captain-of-the-Port permission and provide a written safe-mooring plan; vessels bound for South Carolina, Georgia or Florida that cannot offload and depart at least 24 h before hazardous winds should seek an alternate port.",,Ports and facilities are open to all commercial traffic and all transfer operations may continue while Condition X-RAY is in effect.
84,9/25/2022 0:49,#UPDATE @USCG Capt. of the Port for #Miami set Port Condition X-ray ahead of #TropicalStormIan. Follow @NWSMiami for the latest storm updates in your area.  Port Updates: https://t.co/kORSECYPOC  #USCG #D7 https://t.co/VzUvzuQMHU,84_1.jpg,IAN,2022,Miami,X-RAY,9/24/2022 12:00,Vessels wishing to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan; vessels unable to offload and depart within 24 h of threatening winds should seek an alternate port.,,Ports and facilities remain open to all commercial traffic and transfer operations may continue while this condition is in effect.
85,9/25/2022 0:41,#ThisJustIn @USCG Capt. of the Port for #Jacksonville set Port Condition Whiskey for Port of #Jacksonville and #Fernandina ahead of #TropicalStormIAN. Follow @NWSJacksonville for the latest storm updates in your area.  Read:https://t.co/tIFlsOIj8p  #USCG #D7 https://t.co/vAeHl2y6Qo,85_1.jpg,IAN,2022,"Jacksonville, Fernandina",WHISKEY,9/24/2022 12:00,"Vessels wishing to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan; vessels bound for South Carolina, Georgia, or Florida that cannot offload and depart within 24 hours of threatening winds should seek an alternate port.",,Ports and facilities remain open to all commercial traffic and all transfer operations may continue while Condition WHISKEY is in effect.
86,9/24/2022 21:03,#UPDATE @USCG Capt. of the Port for #KeyWest set Port Condition X-Ray ahead of #TropicalStormIan. Follow @NWSKeyWest for the latest storm updates &amp;  @monroecounty for updates in your area.  Port updates: https://t.co/EY0X1Hr2jl https://t.co/inhC7MQq4P,86_1.jpg,IAN,2022,KeyWest,X-RAY,9/24/2022 9:00,"Vessels wishing to remain in port must obtain permission from the Captain of the Port and submit a written safe-mooring plan. Vessels bound for South Carolina, Georgia or Florida that cannot off-load and depart within 24 hours of threatening winds should seek an alternate port.",,Ports and facilities are open to all commercial traffic and all transfer operations may continue.
87,9/24/2022 19:33,#HappeningNow USCG Sector St Petersburg set Port Condition Whiskey ahead of #tropicalstormian. Follow @NWSTampaBay Florida for the latest storm updates.  Stay up to date on port conditions in Tampa Bay at https://t.co/lNWbbov5Oh https://t.co/Wzp1qlinPF,87_1.jpg,IAN,2022,"Tampa, Manatee, StPetersburg",WHISKEY,9/24/2022 7:00,Vessels wishing to remain in port must obtain Captain of the Port permission and submit a written safe-mooring plan; vessels unable to offload and depart within 24 hours of threatening winds should divert to an alternate port.,,Ports and facilities are open to all commercial traffic and transfer operations may continue while Condition WHISKEY is in effect.
88,9/24/2022 17:16,#ThisJustIn @USCG Capt. of the Port for #Jacksonville set Port Condition Whiskey for #PortCanaveral ahead of #TropicalStormIAN. Follow @NWSJacksonville  for the latest storm updates in your area.  Read: https://t.co/iq80gMFpKS https://t.co/lXvxGNIDyr,88_1.jpg,IAN,2022,Canaveral,WHISKEY,9/24/2022 5:00,Vessels wishing to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan; vessels unable to safely offload and depart within 24 hours before the arrival of threatening winds should seek an alternate port.,,Ports and facilities are open to all commercial traffic and all transfer operations may continue while Port Condition WHISKEY remains in effect.
89,9/24/2022 16:21,"#Breaking @USCG Capt. of the Port for #Miami set Port Condition Whiskey ahead of #TD NINE. Follow @NWSMiami for the latest storm updates in your area.  Reminder: Use 911, Ch. 16, if in distress, not social media.  Read: https://t.co/nEYpdWlOag https://t.co/47Nu6qpR56",89_1.jpg,NINE,2022,"Miami, Everglades, PalmBeach, FortPierce",WHISKEY,9/24/2022 4:00,Vessels wishing to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan; vessels unable to safely offload and depart within 24 hours of threatening winds should seek an alternate port.,,Ports and facilities remain open to all commercial traffic and transfer operations may continue while Condition WHISKEY is in effect.
90,9/23/2022 19:37,"#HappeningNews @USCG Capt. of the Port for #KeyWest set Port Condition Whiskey ahead of #TD NINE. Follow @NWSKeyWest for the latest storm updates &amp; @monroecounty for updates in your area.  Reminder: Use 911, Ch. 16, if in distress, not social media.  Read: https://t.co/4235ao3keD https://t.co/6ma2mHpZQl",90_1.jpg,NINE,2022,KeyWest,WHISKEY,9/23/2022 7:00,Vessels wishing to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan.,,Ports and facilities remain open to all commercial traffic and all transfer operations may continue while Port Condition WHISKEY is in effect.
91,9/21/2022 17:36,@USCG lifted daylight restrictions on the Port of San Juan Wednesday. All ports in the @USVirginIslands and @PuertoRico are in Port Condition Four open without restrictions.,/,NONE,2022,"['SANJUAN', 'USVIRGINISLANDS', 'PUERTORICO']",FOUR,,,,
92,9/17/2022 12:56,@USCG Sector San Juan set Port Condition #ZULU in #PuertoRico &amp; @usvirginislands. We remain vigilant as #TropicalStormFiona continues West across the #Caribbean.  #SocialMedia is not for emergency comms. Dial 911 for local emergency services or call the #USCG on VHF radio ch 16. https://t.co/SRM2pQ8pNy,92_1.jpg,,2022,,ZULU,,,,
93,9/16/2022 16:18,The ports of the U.S. Virgin Islands and Puerto Rico are under Port Condition YANKEE closed to inbound commercial vessel traffic (vessels greater than 500 gross tons).  #puertorico #usvirginislands https://t.co/Idt5PTN96O,/,YANKEE,2022,"['VIRGIN', 'PUERTO']",YANKEE,,,,
94,7/2/2022 17:23,#BreakingNews @USCG Captain of the Port for #Charleston set Port Condition #Whiskey ahead of TS #Colin from Georgetown to the North Carolina boundary. Check out Sector Charleston’s Homeport page for updates here: https://t.co/ODR99zF7HX https://t.co/Bx9U94zE7A,94_1.jpg,COLIN,2022,"Georgetown, Charleston",WHISKEY,7/2/2022 5:00,"Vessels that wish to remain in port must obtain permission from the Captain of the Port and submit a written safe-mooring plan; vessels bound for South Carolina, Georgia, or Florida that cannot safely offload and depart at least 24 hours before hazardous winds should divert to an alternate port.",,Ports and facilities remain open to all commercial traffic; all cargo transfer operations may continue while Condition WHISKEY is in effect.
95,6/3/2022 18:46,Stay tuned for updated information as it becomes available.  Click on the following link for port condition information:   St. Petersburg: https://t.co/lNWbbov5Oh  Miami: https://t.co/kORSECYPOC  Key West: https://t.co/EY0X1Hr2jl https://t.co/8MD6uEREKy,95_1.jpg,,2022,"StPetersburg, Miami, KeyWest",WHISKEY,6/3/2022 6:00,Vessels wishing to remain in port must obtain permission from the Captain of the Port and submit a written safe-mooring plan; vessels unable to off-load and depart at least 24 hours before threatening winds should divert to an alternate port.,,Ports and facilities are open to all commercial traffic and may continue all transfer operations while Condition WHISKEY remains in effect.
96,6/3/2022 18:46,"Due to the tropical storm warning, Sectors Key West, St. Petersburg, and Miami have changed to port condition Whiskey.   We encourage boaters to monitor the radio for safety broadcast information, secure all loose gear, and find the best course back to shelter if out in the water",/,WHISKEY,2022,"['KEY', 'ST.', 'MIAMI']",WHISKEY,,,,
389,4/19/2022 23:28,"The heave weather bill has now been secured, returning to a normal port condition for the area.",/,0,2022,[],NORMAL,,,,
390,4/18/2022 22:27,USCG Sector Delaware Bay has set a modified Port Condition Whiskey due to forecasted high winds. We ask mariners to exercise safe boating procedures. For more information click the link below!   https://t.co/MccnBcJUQe https://t.co/7auLrHLa4Y,390_1.jpg,,2022,"Philadelphia, Camden, Wilmington, Chester, Trenton, Salem",WHISKEY,4/18/2022 10:00,"All vessels must ensure effective mooring and anchorage arrangements for anticipated high winds and conduct a self-assessment for high-wind readiness, reporting any hazards to the Coast Guard.",,"Ports and waterfront facilities must minimize loose debris that could become missile hazards, carry out a self-assessment for high-wind conditions, and report any concerns to the Coast Guard."
97,8/27/2021 11:55,"#Breaking @USCG COTP for #KeyWest set Port Condition #Yankee for Tropical Storm #Ida. Follow @NWSKeyWest for weather conditions.  Use #CoastGuard Homeport for port specifics: https://t.co/PxSBMHmgwe. Check mooring lines, use VHF radio Ch. 16, call 911 for emergencies. @mcsonews https://t.co/yHiW09VTZm",97_1.jpg,IDA,2021,KeyWest,YANKEE,8/27/2021 0:00,"All ocean-going vessels, barges and pleasure craft should make plans to depart the port early to avoid bridge closures; mariners reminded there are no safe havens and ports are safest when vessel inventory is minimal.",,"Facilities should reduce the number of vessels in port; no safe-haven berths are available, and port users should stay off the water, secure belongings and monitor Coast Guard Homeport for updates."
434,8/22/2021 0:25,"#Breaking,  @uscg  Coast Guard Sector Southeastern New England has set Port Condition ZULU in advance of #HurricaneHenri , expected to make landfall this weekend. Read more here:  https://t.co/7lsVDajnNa  #hurricane #HurricaneWatch #newengland #BreakingNow #HappeningNow",/,HENRI,2021,['NEWENGLAND'],ZULU,,,,
435,8/20/2021 20:40,"#Update, @uscg Coast Guard Sector Southeastern New England has set Port Condition YANKEE in advance of #TropicalStormHenri, expected to make landfall this weekend. Read more here: https://t.co/3bWpuUh6jT  #hurricane #HurricaneWatch #newengland #BreakingNow #HappeningNow",/,HENRI,2021,['NEWENGLAND'],YANKEE,,,,
436,8/20/2021 19:28,#HappeningNow @USCG Sector Northern New England sets Port Condition X-Ray in advance of Tropical Storm Henri. Read more here https://t.co/CHZ2VIBkIT #hurricane #TropicalStormHenri  #Henri #Ready #Relevant #Responsive,/,HENRI,2021,"['NEW', 'ENGLAND']",X-RAY,,,,
437,8/20/2021 15:35,#HappeningNow @USCG Sector Southeastern New England has set Port Condition X-Ray as #TropicalStormHenri approaches.   Full release here: https://t.co/dDypUFXpDz  For more updates on Tropical Storm Henri check the National Hurricane Center website: https://t.co/53EXX1E37E,/,HENRI,2021,"['NEW', 'ENGLAND']",X-RAY,,,,
98,8/14/2021 1:55,#UPDATE @USCG Captain of the Port for #KeyWest set port condition #Zulu ahead of Tropical Depression #Fred. The port is closed to all vessel traffic unless specifically authorized by the COTP. #BoatSafe https://t.co/U9QU2MRIK9,98_1.jpg,FRED,2021,KeyWest,ZULU,8/13/2021 13:00,All vessel movements are prohibited; no vessels may enter or transit the port without permission of the Captain of the Port.,,All waterfront operations are suspended except final preparations permitted by the Captain of the Port; facility storm preparations should be completed.
99,8/13/2021 14:12,"@USCG @NWSKeyWest @mcsonews @keysweekly @monroecounty #UPDATE @USCG COTP for #KeyWest set Port Condition #Yankee. Weather, sea conditions are deteriorating. Follow @NWSKeyWest for weather conditions. Check your mooring lines, secure your Paddlecraft/skiffs, use VHF radio Ch. 16 or call 911 for emergencies. @monroecounty @mcsonews https://t.co/qSUHMIasUI",99_1.jpg,,2021,,YANKEE,,,,
100,8/13/2021 13:06,#UPDATE @USCG Captain of the Port for #St. Petersburg set Port Condition #XRay. Check out Sector St. Petersburg Homeport page for port specific info. https://t.co/9Q7a2c7uKI https://t.co/zmgJ9fPMxt,100_1.jpg,,2021,StPetersburg,XRAY,8/13/2021 1:00,,,
101,8/11/2021 16:05,#BreakingNews @USCG Captain of the Port for #Miami set Port Condition #Whiskey ahead of TS #Fred. Check out Sector Miami's Homeport page for updates. Follow  @NWSMiami for latest weather conditions. Links in the release: https://t.co/uKdPmrBq4d #Prep @PortEverglades @MyFDOT_Miami https://t.co/pobwrcvuNi,101_1.jpg,FRED,2021,"Miami, Everglades",WHISKEY,8/11/2021 4:00,"Vessels wishing to remain in port must obtain Captain-of-the-Port permission and provide a written safe-mooring plan; vessels bound for South Carolina, Georgia or Florida that cannot safely offload and depart at least 24 hours before threatening winds should divert to an alternate port.",,Ports and facilities are open to all commercial traffic and may continue all transfer operations while Condition WHISKEY is in effect.
102,8/11/2021 15:23,@USCG @NWSKeyWest @mcsonews @keysweekly #UPDATE @USCG Captain of the Port for #KeyWest set Port Condition #XRay. Check out Sector Key West's Homeport page for port specific info. https://t.co/EY0X1Hr2jl. Follow @NWSKeyWest for latest weather conditions. @monroecounty @mcsonews @keysweekly #Prep https://t.co/AUjf9KPBaR,102_1.jpg,,2021,,XRAY,,,,
103,8/11/2021 13:40,#BreakingNews @USCG Captain of the Port for #KeyWest sets Port Condition #Whiskey ahead of TS #Fred. Check out Sector Key West's Homeport page for updates. Follow @NWSKeyWest for latest weather conditions. Links in the release: https://t.co/uKdPmrBq4d  #Prep @mcsonews @keysweekly https://t.co/5ZTmy3u3zs,103_1.jpg,FRED,2021,KeyWest,WHISKEY,8/11/2021 1:00,Vessels wishing to remain in port must obtain Captain-of-the-Port permission and submit a written safe-mooring plan.,,Ports and facilities remain open to all commercial traffic and transfer operations may continue while Port Condition WHISKEY is in effect.
104,7/7/2021 0:13,"#HappeningNow: @USCG Sector #Jacksonville sets port condition Yankee for Port of Jacksonville, #Fernandina for Tropical Storm #Elsa   Visit #USCG Homeport for port-specific info: https://t.co/nhlJf2e7SZ  #Storm21 https://t.co/eXPNltTDGw",104_1.jpg,ELSA,2021,"Jacksonville, Fernandina",YANKEE,7/6/2021 12:00,"All ocean-going vessels, barges and pleasure craft should plan to depart the port early and are advised to leave before bridges are closed; mariners are reminded there are no safe havens in port and vessel inventory should be kept to a minimum.",,"Ports and facilities should continue Port Condition YANKEE preparations, ensuring the number of vessels in port is minimized and storm plans are executed."
105,7/6/2021 2:23,#Breaking: @USCG Captain of the Port for Coast Guard Sector St. Petersburg set Port Condition Zulu for Tropical Storm #Elsa. Visit #USCG Homeport for port-specific info: https: https://t.co/VhFXMcZhQH   #Storm21 https://t.co/v5YVoxbUUx,105_1.jpg,ELSA,2021,"Tampa, Manatee, StPetersburg",ZULU,7/5/2021 14:00,No vessels may enter or transit the ports without the Captain of the Port’s permission; all vessel movements are prohibited and mariners are advised that ports offer no safe havens.,,All waterfront operations are suspended except final safety preparations approved by the Captain of the Port; facility storm preparations should already be complete.
106,7/5/2021 18:29,#Update: @USCG Captain of the Port for Coast Guard Sector St. Petersburg set Port Condition Yankee for Tropical Storm #Elsa. Visit #USCG Homeport for port-specific info: https://t.co/nhlJf2e7SZ  #Storm21 https://t.co/k8IgUE7Mpz,106_1.jpg,ELSA,2021,"Tampa, Manatee, StPetersburg",YANKEE,7/5/2021 6:00,"Mariners are advised that there are no safe havens within these facilities; all vessels, barges and pleasure craft should make plans to depart the port and leave early to avoid bridge closures.",,"Ports and facilities should minimize the number of vessels in port, recognize that no safe havens are available, and continue to monitor Coast Guard Homeport for detailed guidance."
107,7/4/2021 13:31,#Breaking: @USCG  Captain of the Port for Coast Guard Sector Key West set Port Condition Yankee for Tropical Storm #Elsa.  Visit #USCG Homeport for port-specific info: https://t.co/C9a8DgwhqU  @NWS  #Storm21,/,ELSA,2021,"['KEY', 'WEST']",YANKEE,,,,
108,7/3/2021 16:54,#Breaking: @USCG Captain of the Port for Sector Miami and Sector Key West set Port Condition X-ray for Tropical Storm #Elsa.  Visit #USCG Homeport for port-specific info: https://t.co/AFVevflelV  @NWSMiami @NWSKeyWest @MiamiDadeEM https://t.co/pGvzHRKK2F,108_1.jpg,ELSA,2021,"Miami, KeyWest",X-RAY,7/3/2021 4:00,Vessels wishing to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan; vessels unable to offload and depart within 24 hours of the arrival of hazardous winds should seek an alternate port.,,Ports and facilities remain open to all commercial traffic and all cargo transfer operations may continue.
109,7/3/2021 16:13,@USCG #UPDATE @USCG Captain of the Port for #Tampa set Port Condition X-ray for Tropical Storm #Elsa. Pleasure crafts are advised to seek safe harbor. Visit #USCG Homeport for port-specific info: https://t.co/2AyjSpEW7m #Storm21 https://t.co/B1EZ8rXDL0,109_1.jpg,ELSA,2021,Tampa,X-RAY,7/3/2021 4:00,"Vessels that wish to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan; all vessels, including barges and pleasure craft, should prepare to depart the port or seek safe harbor, and vessels unable to off-load and depart within 24 hours of threatening winds should seek an alternate port.",,Ports and facilities remain open to all commercial traffic and cargo-transfer operations may continue while Port Condition X-RAY is in effect.
110,7/2/2021 15:14,#UPDATE  @USCG Captain of the Port for #Tampa set Port Condition Whiskey for Hurricane #Elsa. Pleasure crafts are advised to seek safe harbor. Visit #USCG Homeport for port-specific info: https://t.co/21uWb4R9C2 #Storm21,/,ELSA,2021,['TAMPA'],WHISKEY,,,,
111,7/2/2021 12:55,"#Breaking @USCG Captain of the Port for #Miami, #KeyWest set Port Condition Whiskey for Hurricane #Elsa. Drawbridges may not be operating if sustained winds reach 25 mph or when an evacuation is in progress. Visit #USCG Homeport for port-specific info:  https://t.co/Wal09Ckm2s https://t.co/gRoFry3XJJ",111_1.jpg,ELSA,2021,"Miami, KeyWest",WHISKEY,7/2/2021 0:00,"Vessels wishing to remain must contact the Captain of the Port, obtain permission, and submit a written safe-mooring plan; drawbridges may not operate once sustained winds reach 25 mph or during an evacuation; vessels bound for South Carolina, Georgia, or Florida that cannot offload and depart within 24 hours before threatening winds should seek an alternate port.",,Ports and facilities remain open to all commercial traffic and transfer operations may continue while Port Condition WHISKEY is in effect.
385,7/1/2021 20:31,"As #Elsa approaches the Caribbean, #CoastGuard Sector San Juan has set Port Condition X-Ray. Read more about Port Condition X-Ray here at: https://t.co/GsM14NO2aD. #Storm2021",/,ELSA,2021,['SanJuan'],X-RAY,,,,
112,11/11/2020 15:40,"#BreakingNews at 8 a.m. Wed., @USCG Sector St Pete COTP set port condition Zulu for the Ports of Tampa for the expectation of winds generated by Hurricane Eta. Boating public is urged to follow all safety guidelines for their local area. https://t.co/oAnsnyDkxx #D7 #USCGStorm2020 https://t.co/pXhWWRHuWF",112_1.png,ETA,2020,Tampa,ZULU,11/11/2020 8:00,All vessel movements within the port are prohibited and the port is closed to traffic.,,Port facilities are closed; cargo operations are suspended and facilities must secure equipment and prepare for hurricane-force winds.
386,11/11/2020 12:25,"Eta is still out there, so are we.  Watch @uscgsoutheast and @NHC_Atlantic for updates.   In anticipation of gale-force winds in Tampa area, @USCG COTP set port condition Yankee Tues → https://t.co/1vvIqK6eem  The track may change. Our #readiness does not.  #PlanForward #USCGEta",/,ETA,2020,['TAMPA'],YANKEE,,,,
113,11/11/2020 1:49,"#BreakingNews Effective 5 p.m. Tuesday, @USCG Sector St Pete COTP set port condition Yankee for the Port of Tampa for the expectation of sustained gale force winds generated by Tropical Storm Eta. https://t.co/qMJFAKOngc #D7 #Ready #Responsive #USCGStorm2020 https://t.co/1eseW0WYG5",113_1.jpg,,2020,,,,,,
114,11/9/2020 18:41,#HappeningNow @USCG Station #KeyWest is underway assessing the port to ensure it is safe to open for local mariners and commercial traffic. This must happen before port condition Zulu can be lifted. #UscgEta #Eta #PortSafety #Uscgstorm2020 @NWSKeyWest https://t.co/OzdHbGHCeQ,/,ETA,2020,['KEYWEST'],ZULU,,,,
115,11/8/2020 22:34,#BreakingNews Effective 12 p.m. Sunday @USCG Sector St Petersburg COTP set port condition Yankee for the Port of Tampa for the expectation of sustained gale force winds generated by Tropical Storm Eta. https://t.co/6KoY4IiM5T #D7 #Ready #Responsive #USCGEta @NWSTampaBay,/,ETA,2020,['TAMPA'],YANKEE,,,,
116,11/8/2020 11:46,#ICYMI @USCG Sector #Miami Captain of the Port set port condition Zulu for the ports of Miami. Check out the🔗 &amp; 🎧to audio broadcasted to mariners to ensure your loved ones are safe ahead of Tropical Storm #Eta. https://t.co/hggb0l9g8U @NWSMiami #UscgEta #Ready #Responsive https://t.co/KIe4KhpMrh,/,ETA,2020,['Miami'],ZULU,,,,
117,11/8/2020 1:18,#Breaking @USCG Captain of the Port of #KeyWest set port condition Zulu for the ports of Key West ahead of Tropical Storm #Eta. @monroecounty is set to lock Snake Creek 🌉 6 a.m. Sunday. Read &amp; 🎧for more: https://t.co/PDUbB2VlDN @NWSKeyWest #Ready #Responsive #UscgEta #StormPrep https://t.co/8z7RC042LE,/,ETA,2020,['KeyWest'],ZULU,,,,
118,11/7/2020 21:11,"#HappenedEarlier @USCG Sector #Miami Captain of the Port set port condition Yankee for the ports of Miami, #Everglades, #PalmBeach &amp; #FortPierce ahead of  Tropical Storm #Eta. Read: https://t.co/cfm9SKU2Nl (audio files available) @NWSMiami #UscgEta #Ready #Responsive https://t.co/aBp4oG4iPR",118_1.jpg,ETA,2020,"Miami, Everglades, PalmBeach, FortPierce",YANKEE,11/7/2020 9:00,,,
119,11/7/2020 13:20,#BreakingNews @USCG Captain of the Port of #KeyWest set port condition Yankee effective 8 a.m. Saturday due to expected sustained gale force winds from Tropical Storm #Eta. Read more: https://t.co/YNEgJqizGV  @NWSKeyWest #USCGEta #Ready #Responsive #StormPrep https://t.co/WNAn3ByVgp,119_1.jpg,ETA,2020,KeyWest,YANKEE,11/7/2020 8:00,,,
120,11/6/2020 22:29,"#HappenedToday @USCG Sector #Miami Captain of the Port set port condition X-ray for the Ports of Miami, #Everglades, #PalmBeach &amp; #FortPierce ahead of Tropical Storm #Eta. Read more: https://t.co/d3M8TJL9sR @NWSMiami #Ready #Responsive #USCGEta https://t.co/Z30KVXRxFK",120_1.jpg,ETA,2020,"Miami, Everglades, PalmBeach, FortPierce",XRAY,11/6/2020 10:00,,,
121,11/6/2020 22:19,#BreakingNews Effective 3 p.m. Friday #USCG Sector St Pete Captain of the Port set port condition X-ray for the Port of Tampa for the expectation of sustained gale force winds generated by Tropical Storm Eta.  https://t.co/icJkGnFyMq #D7 #Ready #Responsive #USCGEta @NWSTampaBay,/,ETA,2020,['TAMPA'],X-RAY,,,,
122,11/6/2020 12:26,@USCG set port condition X-ray for the Port of #KeyWest to the expectation of sustained gale force winds generated by Tropical Storm #Eta. Visit the #USCG Homeport page for port condition updates. More here: https://t.co/QBjVlAMrdU  #D7 #Ready #Responsive #NWSKeyWest https://t.co/0fzo1bNm59,122_1.jpg,ETA,2020,KeyWest,XRAY,11/6/2020 0:00,,,
123,11/5/2020 22:08,#BreakingNews @USCG Sector St Pete set port condition Whiskey for the Port of Tampa due to expectation of sustained tropical force winds generated from Tropical Storm #Eta. Visit the #USCG Homeport page for port conditions updates. https://t.co/3yCOeAijef #D7 #Ready #Responsive,/,ETA,2020,['TAMPA'],WHISKEY,,,,
124,11/5/2020 19:05,#BreakingNews @USCG Sector #Miami sets port condition #Whiskey for the Port of Miami due to the expectation of sustained tropical force winds Tropical Storm #Eta. Visit the #USCG Homeport page for port condition updates.  https://t.co/rj7vHs2yAn #D7 #Ready #Responsive @NWSMiami,/,ETA,2020,['Miami'],WHISKEY,,,,
125,11/5/2020 1:04,.@USCG the Coast Guard set port condition Whiskey for the Port of Key West due to the expectation of sustained gale force winds of 25 mph and gusts up to 40 mph that may arrive within 72 hours. More here: https://t.co/ZOJRffun6f #D7 #USCG #Ready #Relevant #Responsive #Eta https://t.co/WqMQmxgTzI,125_1.jpg,ETA,2020,KeyWest,WHISKEY,11/4/2020 13:00,,,
126,8/24/2020 0:28,"#HappeningNow @USCG Sector #KeyWest Captain of the Port sets port condition Zulu the Port of Key West. Follow @NWSKeyWest, @NWSNHC for more info. on Tropical Storm Laura. https://t.co/8WSLaG6Fw6  #HurricaneSeason #AlwaysReady",/,LAURA,2020,['KEYWEST'],ZULU,,,,
127,8/23/2020 12:19,#HappeningNow @USCG Sector #KeyWest Captain of the Port sets port condition Yankee. Follow @NWSKeyWest or  @NWSNHC for more information on Tropical Storm Laura. Find out what port condition Yankee means:  https://t.co/b9tve7JB5I #HurricaneSeason #AlwaysReady,/,LAURA,2020,['KEYWEST'],YANKEE,,,,
128,8/22/2020 0:13,#BreakingNews @USCG Sector #KeyWest Captain of the Port set port condition X-ray at 8 p.m. Follow  @NWSKeyWest or @NWSNHC for more information on Tropical Storm Laura. Find out what port condition X-ray means: https://t.co/nvRbM05w7p #HurricaneSeason #AlwaysReady,/,LAURA,2020,['KEYWEST'],X-RAY,,,,
129,8/21/2020 16:38,"Time to prepare! At 8 a.m. Friday, the @USCG COTP set port condition Whiskey for the #PortofMiami due to expected \sustained tropical force winds of 39-73 mph generated from #TropicalStormLaura that may arrive within 72 hours Read more here: https://t.co/0z2qQG22iA #D7 #Miami https://t.co/ftazdBD9iL",129_1.jpg,LAURA,2020,Miami,WHISKEY,8/21/2020 12:00,,,
130,8/21/2020 8:33,#BreakingNews @USCGSoutheast Sector #KeyWest captain of the port set port condition Whiskey last night.  Follow @NWSKeyWest or @NWSNHC for more information on Tropical Depression 13. Find out what port condition Whiskey means: https://t.co/HIraScE86Y #HurricaneSeason https://t.co/V7AcIx1F84,130_1.png,,2020,,,,,,
391,8/4/2020 0:44,"The Captain of the Port set Port Condition Zulu for the Port of Delaware Bay at 8 p.m. on Monday, due to predicted sustained tropical storm force winds generated by Tropical Storm Isaias, which may arrive within the next 12 hours.  Read More:https://t.co/8CPhptqLhZ",/,ISAIAS,2020,"['DELAWARE', 'BAY']",ZULU,,,,
392,8/3/2020 19:07,"The Captain of the Port for the Port of Baltimore set Port Condition Yankee at 2 p.m., Monday, in anticipation of Tropical Storm Isaias, indicating that sustained gale-force winds are possible within 24 hours.  Read more here: https://t.co/Sp9GOvhH2H",/,ISAIAH,2020,['BALTIMORE'],YANKEE,,,,
393,8/2/2020 20:26,Captain of the Port #Virginia set Port Condition X-RAY in anticipation of #Isaias. Press Release: https://t.co/CYzC0P3cbA  MSIB 20-200: https://t.co/gq3MF2SI35,/,ISAIAS,2020,['Virginia'],X-RAY,,,,
394,8/2/2020 20:25,Captain of the Port #NorthCarolina set Port Condition X-RAY in anticipation of #Isaias. Press Release: https://t.co/ThdNXgGJiH  MSIB 011-20: https://t.co/Jfwgcb3SpN,/,ISAIS,2020,['NORTHCAROLINA'],X-RAY,,,,
395,8/2/2020 2:17,Captains of the Port for North Carolina and Virginia have set Port Condition X-RAY in anticipation of #ISAIAS  https://t.co/ig08HSt1Rg. https://t.co/DW0MhaDWrM,/,ISAIAS,2020,"['NORTH', 'CAROLINA', 'VIRGINIA']",X-RAY,,,,
131,8/1/2020 12:05,#BreakingNews @USCG Sector #Miami Captain of the Port sets port condition Zulu. Follow @NWSMiami or @NWSNHC for more information on Hurricane #Isaias. Find out what port condition Zulu means: https://t.co/NrIedAVOXC #HurricaneSeason #AlwaysReady,/,ISAIAS,2020,['MIAMI'],ZULU,,,,
132,8/1/2020 2:08,"#BreakingNews @USCG Sector #KeyWest Captain of the Port sets port condition Zulu for Islamorada north to Ceasar's Creek. Follow @NWSKeyWest, @NWSNHC for more info. on Hurricane #Isaias. Find out what port condition Zulu means: https://t.co/0LprS8DNQP #HurricaneSeason #AlwaysReady",/,ISAIAH,2020,"['ISLAMORADA', 'CEASARS']",ZULU,,,,
396,7/31/2020 22:06,Captains of the Port for #Virginia and #Maryland set Port Condition WHISKEY today in anticipation of Hurricane #Isaias. Press Release: https://t.co/h7zC8FBsuV,/,ISAIAS,2020,"['VIRGINIA', 'MARYLAND']",WHISKEY,,,,
397,7/31/2020 22:03,Captain of the Port #NorthCarolina set Port Condition WHISKEY today in anticipation of Hurricane #Isaias. Press Release: https://t.co/02nZ6eQOuo MSIB 010-20: https://t.co/PxFVYyw2xd,/,ISAIAS,2020,['NORTHCAROLINA'],WHISKEY,,,,
398,7/31/2020 19:26,Coast Guard sets Port Condition Whiskey for North Carolina. Read more about it here: https://t.co/wubSNAQQvb,/,WHISKEY,2020,[],WHISKEY,,,,
