time_utc,id,text,photos,CycloneName,Year,PortList,Condition,ConditionEffectiveTime,VesselOps,OceanVesselOps,FacilityOps
9/27/2022 17:41,78,#UPDATE @USCG Capt. of the Port for #Jacksonville set Port Condition Yankee for #PortCanaveral ahead of #TropicalStormIAN. Follow @NWSJacksonville  for the latest storm updates in your area. https://t.co/LMoCF7KzuG,78_1.jpg,IAN,2022,"Jacksonville, Canaveral",YANKEE,9/27/2022 5:00,"Mariners are advised that there are no safe havens in port; all ocean-going vessels, barges and pleasure craft should plan to depart early to avoid bridge closures and keep the number of vessels in port to a minimum.","Mariners are advised that there are no safe havens in port; all ocean-going vessels, barges and pleasure craft should plan to depart early to avoid bridge closures and keep the number of vessels in port to a minimum.","Ports and waterfront facilities should continue storm preparations, ensure the inventory of vessels is minimized, and remind users that the facilities do not provide safe haven during the storm."
9/27/2022 2:28,79,#UPDATE @USCG Capt. of the Port for #KeyWest set Port Condition Zulu ahead of #TropicalStormIan. Follow @NWSKeyWest for the latest storm updates &amp;  @monroecounty for updates in your area.  Port updates: https://t.co/hs6ev6NzgQ… https://t.co/nwXZFlRZGZ,79_1.jpg,IAN,2022,"KeyWest, Marathon",ZULU,9/26/2022 14:00,No vessels may enter or transit within the ports without permission of the Captain of the Port; all vessel movements are prohibited and mariners should complete final safety preparations.,No vessels may enter or transit within the ports without permission of the Captain of the Port; all vessel movements are prohibited and mariners should complete final safety preparations.,"All waterfront operations are suspended; only final storm-safety preparations authorized by the Captain of the Port may continue, and facility preparations should now be complete."
9/26/2022 21:40,80,#UPDATE @USCG Capt. of the Port for #Jacksonville set Port Condition X-Ray for #PortCanaveral ahead of #TropicalStormIAN. Follow @NWSJacksonville  for the latest storm updates in your area. https://t.co/KURy2ENOf6,80_1.jpg,IAN,2022,"Jacksonville, Canaveral",X-RAY,9/26/2022 9:00,Vessels wishing to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan; vessels unable to offload and depart within 24 hours of threatening winds should seek an alternate port.,Vessels wishing to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan; vessels unable to offload and depart within 24 hours of threatening winds should seek an alternate port.,Ports and facilities remain open to all commercial traffic and transfer operations may continue.
9/26/2022 20:20,81,"#HappeningNow USCG Sector St Pete set Port Condition YANKEE for #HurricaneIan, closing the port to inbound traffic. A flight survey of #Tampabay area ports was also completed. Follow @NWSTampaBay for storm updates. Port conditions in Tampa Bay at https://t.co/lNWbbov5Oh https://t.co/3REDjSpKYx",/,IAN,2022,"['TAMPA', 'BAY']",YANKEE,9/26/2022 20:20,,,
9/26/2022 14:33,82,#UPDATE @USCG Capt. of the Port for #KeyWest set Port Condition Yankee ahead of #TropicalStormIan. Follow @NWSKeyWest for the latest storm updates &amp;  @monroecounty for updates in your area.  Port updates: https://t.co/hs6ev6NzgQ… https://t.co/PxvV3N4Roe,82_1.jpg,IAN,2022,KeyWest,YANKEE,9/26/2022 2:00,Mariners are reminded there are no safe havens in these facilities and ports are safest when the inventory of vessels is at a minimum; all vessels should be prepared to depart and stay clear of the water.,Mariners are reminded there are no safe havens in these facilities and ports are safest when the inventory of vessels is at a minimum; all vessels should be prepared to depart and stay clear of the water.,"Reduce vessel inventory to a minimum, recognize there are no safe havens within the port, and prepare facilities for possible closure and evacuation as necessary."
9/25/2022 14:05,83,@NWSTampaBay #HappeningNow USCG Sector St Petersburg set Port Condition X-RAY ahead of #tropicalstormian. Follow @NWSTampaBay for the latest storm updates.  Stay up to date on port conditions in Tampa Bay at https://t.co/lNWbbovDDP https://t.co/BG5KTIIrHb,83_1.jpg,IAN,2022,"Tampa, Manatee, StPetersburg",X-RAY,9/25/2022 2:00,"Vessels wishing to remain in port must obtain Captain-of-the-Port permission and provide a written safe-mooring plan; vessels bound for South Carolina, Georgia or Florida that cannot offload and depart at least 24 h before hazardous winds should seek an alternate port.","Vessels wishing to remain in port must obtain Captain-of-the-Port permission and provide a written safe-mooring plan; vessels bound for South Carolina, Georgia or Florida that cannot offload and depart at least 24 h before hazardous winds should seek an alternate port.",Ports and facilities are open to all commercial traffic and all transfer operations may continue while Condition X-RAY is in effect.
9/25/2022 0:49,84,#UPDATE @USCG Capt. of the Port for #Miami set Port Condition X-ray ahead of #TropicalStormIan. Follow @NWSMiami for the latest storm updates in your area.  Port Updates: https://t.co/kORSECYPOC  #USCG #D7 https://t.co/VzUvzuQMHU,84_1.jpg,IAN,2022,Miami,X-RAY,9/24/2022 12:00,Vessels wishing to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan; vessels unable to offload and depart within 24 h of threatening winds should seek an alternate port.,Vessels wishing to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan; vessels unable to offload and depart within 24 h of threatening winds should seek an alternate port.,Ports and facilities remain open to all commercial traffic and transfer operations may continue while this condition is in effect.
9/25/2022 0:41,85,#ThisJustIn @USCG Capt. of the Port for #Jacksonville set Port Condition Whiskey for Port of #Jacksonville and #Fernandina ahead of #TropicalStormIAN. Follow @NWSJacksonville for the latest storm updates in your area.  Read:https://t.co/tIFlsOIj8p  #USCG #D7 https://t.co/vAeHl2y6Qo,85_1.jpg,IAN,2022,"Jacksonville, Fernandina",WHISKEY,9/24/2022 12:00,"Vessels wishing to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan; vessels bound for South Carolina, Georgia, or Florida that cannot offload and depart within 24 hours of threatening winds should seek an alternate port.","Vessels wishing to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan; vessels bound for South Carolina, Georgia, or Florida that cannot offload and depart within 24 hours of threatening winds should seek an alternate port.",Ports and facilities remain open to all commercial traffic and all transfer operations may continue while Condition WHISKEY is in effect.
9/24/2022 21:03,86,#UPDATE @USCG Capt. of the Port for #KeyWest set Port Condition X-Ray ahead of #TropicalStormIan. Follow @NWSKeyWest for the latest storm updates &amp;  @monroecounty for updates in your area.  Port updates: https://t.co/EY0X1Hr2jl https://t.co/inhC7MQq4P,86_1.jpg,IAN,2022,KeyWest,X-RAY,9/24/2022 9:00,"Vessels wishing to remain in port must obtain permission from the Captain of the Port and submit a written safe-mooring plan. Vessels bound for South Carolina, Georgia or Florida that cannot off-load and depart within 24 hours of threatening winds should seek an alternate port.","Vessels wishing to remain in port must obtain permission from the Captain of the Port and submit a written safe-mooring plan. Vessels bound for South Carolina, Georgia or Florida that cannot off-load and depart within 24 hours of threatening winds should seek an alternate port.",Ports and facilities are open to all commercial traffic and all transfer operations may continue.
9/24/2022 19:33,87,#HappeningNow USCG Sector St Petersburg set Port Condition Whiskey ahead of #tropicalstormian. Follow @NWSTampaBay Florida for the latest storm updates.  Stay up to date on port conditions in Tampa Bay at https://t.co/lNWbbov5Oh https://t.co/Wzp1qlinPF,87_1.jpg,IAN,2022,"Tampa, Manatee, StPetersburg",WHISKEY,9/24/2022 7:00,Vessels wishing to remain in port must obtain Captain of the Port permission and submit a written safe-mooring plan; vessels unable to offload and depart within 24 hours of threatening winds should divert to an alternate port.,Vessels wishing to remain in port must obtain Captain of the Port permission and submit a written safe-mooring plan; vessels unable to offload and depart within 24 hours of threatening winds should divert to an alternate port.,Ports and facilities are open to all commercial traffic and transfer operations may continue while Condition WHISKEY is in effect.
9/24/2022 17:16,88,#ThisJustIn @USCG Capt. of the Port for #Jacksonville set Port Condition Whiskey for #PortCanaveral ahead of #TropicalStormIAN. Follow @NWSJacksonville  for the latest storm updates in your area.  Read: https://t.co/iq80gMFpKS https://t.co/lXvxGNIDyr,88_1.jpg,IAN,2022,Canaveral,WHISKEY,9/24/2022 5:00,Vessels wishing to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan; vessels unable to safely offload and depart within 24 hours before the arrival of threatening winds should seek an alternate port.,Vessels wishing to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan; vessels unable to safely offload and depart within 24 hours before the arrival of threatening winds should seek an alternate port.,Ports and facilities are open to all commercial traffic and all transfer operations may continue while Port Condition WHISKEY remains in effect.
9/24/2022 16:21,89,"#Breaking @USCG Capt. of the Port for #Miami set Port Condition Whiskey ahead of #TD NINE. Follow @NWSMiami for the latest storm updates in your area.  Reminder: Use 911, Ch. 16, if in distress, not social media.  Read: https://t.co/nEYpdWlOag https://t.co/47Nu6qpR56",89_1.jpg,NINE,2022,"Miami, Everglades, PalmBeach, FortPierce",WHISKEY,9/24/2022 4:00,Vessels wishing to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan; vessels unable to safely offload and depart within 24 hours of threatening winds should seek an alternate port.,Vessels wishing to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan; vessels unable to safely offload and depart within 24 hours of threatening winds should seek an alternate port.,Ports and facilities remain open to all commercial traffic and transfer operations may continue while Condition WHISKEY is in effect.
9/23/2022 19:37,90,"#HappeningNews @USCG Capt. of the Port for #KeyWest set Port Condition Whiskey ahead of #TD NINE. Follow @NWSKeyWest for the latest storm updates &amp; @monroecounty for updates in your area.  Reminder: Use 911, Ch. 16, if in distress, not social media.  Read: https://t.co/4235ao3keD https://t.co/6ma2mHpZQl",90_1.jpg,NINE,2022,KeyWest,WHISKEY,9/23/2022 7:00,Vessels wishing to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan.,Vessels wishing to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan.,Ports and facilities remain open to all commercial traffic and all transfer operations may continue while Port Condition WHISKEY is in effect.
9/17/2022 12:56,92,@USCG Sector San Juan set Port Condition #ZULU in #PuertoRico &amp; @usvirginislands. We remain vigilant as #TropicalStormFiona continues West across the #Caribbean.  #SocialMedia is not for emergency comms. Dial 911 for local emergency services or call the #USCG on VHF radio ch 16. https://t.co/SRM2pQ8pNy,92_1.jpg,NINE,2022,,ZULU,9/17/2022 12:56,,,
9/16/2022 16:18,93,The ports of the U.S. Virgin Islands and Puerto Rico are under Port Condition YANKEE closed to inbound commercial vessel traffic (vessels greater than 500 gross tons).  #puertorico #usvirginislands https://t.co/Idt5PTN96O,/,NINE,2022,"['VIRGIN', 'PUERTO']",YANKEE,9/16/2022 16:18,,,
7/2/2022 17:23,94,#BreakingNews @USCG Captain of the Port for #Charleston set Port Condition #Whiskey ahead of TS #Colin from Georgetown to the North Carolina boundary. Check out Sector Charleston’s Homeport page for updates here: https://t.co/ODR99zF7HX https://t.co/Bx9U94zE7A,94_1.jpg,COLIN,2022,"Georgetown, Charleston",WHISKEY,7/2/2022 5:00,"Vessels that wish to remain in port must obtain permission from the Captain of the Port and submit a written safe-mooring plan; vessels bound for South Carolina, Georgia, or Florida that cannot safely offload and depart at least 24 hours before hazardous winds should divert to an alternate port.","Vessels that wish to remain in port must obtain permission from the Captain of the Port and submit a written safe-mooring plan; vessels bound for South Carolina, Georgia, or Florida that cannot safely offload and depart at least 24 hours before hazardous winds should divert to an alternate port.",Ports and facilities remain open to all commercial traffic; all cargo transfer operations may continue while Condition WHISKEY is in effect.
6/3/2022 18:46,95,Stay tuned for updated information as it becomes available.  Click on the following link for port condition information:   St. Petersburg: https://t.co/lNWbbov5Oh  Miami: https://t.co/kORSECYPOC  Key West: https://t.co/EY0X1Hr2jl https://t.co/8MD6uEREKy,95_1.jpg,MILTON,2022,"StPetersburg, Miami, KeyWest",WHISKEY,6/3/2022 6:00,Vessels wishing to remain in port must obtain permission from the Captain of the Port and submit a written safe-mooring plan; vessels unable to off-load and depart at least 24 hours before threatening winds should divert to an alternate port.,Vessels wishing to remain in port must obtain permission from the Captain of the Port and submit a written safe-mooring plan; vessels unable to off-load and depart at least 24 hours before threatening winds should divert to an alternate port.,Ports and facilities are open to all commercial traffic and may continue all transfer operations while Condition WHISKEY remains in effect.
6/3/2022 18:46,96,"Due to the tropical storm warning, Sectors Key West, St. Petersburg, and Miami have changed to port condition Whiskey.   We encourage boaters to monitor the radio for safety broadcast information, secure all loose gear, and find the best course back to shelter if out in the water",/,MILTON,2022,"['KEY', 'ST.', 'MIAMI']",WHISKEY,6/3/2022 18:46,,,
8/27/2021 11:55,97,"#Breaking @USCG COTP for #KeyWest set Port Condition #Yankee for Tropical Storm #Ida. Follow @NWSKeyWest for weather conditions.  Use #CoastGuard Homeport for port specifics: https://t.co/PxSBMHmgwe. Check mooring lines, use VHF radio Ch. 16, call 911 for emergencies. @mcsonews https://t.co/yHiW09VTZm",97_1.jpg,IDA,2021,KeyWest,YANKEE,8/27/2021 0:00,"All ocean-going vessels, barges and pleasure craft should make plans to depart the port early to avoid bridge closures; mariners reminded there are no safe havens and ports are safest when vessel inventory is minimal.","All ocean-going vessels, barges and pleasure craft should make plans to depart the port early to avoid bridge closures; mariners reminded there are no safe havens and ports are safest when vessel inventory is minimal.","Facilities should reduce the number of vessels in port; no safe-haven berths are available, and port users should stay off the water, secure belongings and monitor Coast Guard Homeport for updates."
8/22/2021 0:25,434,"#Breaking,  @uscg  Coast Guard Sector Southeastern New England has set Port Condition ZULU in advance of #HurricaneHenri , expected to make landfall this weekend. Read more here:  https://t.co/7lsVDajnNa  #hurricane #HurricaneWatch #newengland #BreakingNow #HappeningNow",/,HENRI,2021,['NEWENGLAND'],ZULU,8/22/2021 0:25,,,
8/20/2021 20:40,435,"#Update, @uscg Coast Guard Sector Southeastern New England has set Port Condition YANKEE in advance of #TropicalStormHenri, expected to make landfall this weekend. Read more here: https://t.co/3bWpuUh6jT  #hurricane #HurricaneWatch #newengland #BreakingNow #HappeningNow",/,HENRI,2021,['NEWENGLAND'],YANKEE,8/20/2021 20:40,,,
8/20/2021 19:28,436,#HappeningNow @USCG Sector Northern New England sets Port Condition X-Ray in advance of Tropical Storm Henri. Read more here https://t.co/CHZ2VIBkIT #hurricane #TropicalStormHenri  #Henri #Ready #Relevant #Responsive,/,HENRI,2021,"['NEW', 'ENGLAND']",X-RAY,8/20/2021 19:28,,,
8/20/2021 15:35,437,#HappeningNow @USCG Sector Southeastern New England has set Port Condition X-Ray as #TropicalStormHenri approaches.   Full release here: https://t.co/dDypUFXpDz  For more updates on Tropical Storm Henri check the National Hurricane Center website: https://t.co/53EXX1E37E,/,HENRI,2021,"['NEW', 'ENGLAND']",X-RAY,8/20/2021 15:35,,,
8/14/2021 1:55,98,#UPDATE @USCG Captain of the Port for #KeyWest set port condition #Zulu ahead of Tropical Depression #Fred. The port is closed to all vessel traffic unless specifically authorized by the COTP. #BoatSafe https://t.co/U9QU2MRIK9,98_1.jpg,FRED,2021,KeyWest,ZULU,8/13/2021 13:00,All vessel movements are prohibited; no vessels may enter or transit the port without permission of the Captain of the Port.,All vessel movements are prohibited; no vessels may enter or transit the port without permission of the Captain of the Port.,All waterfront operations are suspended except final preparations permitted by the Captain of the Port; facility storm preparations should be completed.
8/13/2021 14:12,99,"@USCG @NWSKeyWest @mcsonews @keysweekly @monroecounty #UPDATE @USCG COTP for #KeyWest set Port Condition #Yankee. Weather, sea conditions are deteriorating. Follow @NWSKeyWest for weather conditions. Check your mooring lines, secure your Paddlecraft/skiffs, use VHF radio Ch. 16 or call 911 for emergencies. @monroecounty @mcsonews https://t.co/qSUHMIasUI",99_1.jpg,FRED,2021,,YANKEE,8/13/2021 14:12,,,
8/13/2021 13:06,100,#UPDATE @USCG Captain of the Port for #St. Petersburg set Port Condition #XRay. Check out Sector St. Petersburg Homeport page for port specific info. https://t.co/9Q7a2c7uKI https://t.co/zmgJ9fPMxt,100_1.jpg,FRED,2021,StPetersburg,XRAY,8/13/2021 1:00,,,
8/11/2021 16:05,101,#BreakingNews @USCG Captain of the Port for #Miami set Port Condition #Whiskey ahead of TS #Fred. Check out Sector Miami's Homeport page for updates. Follow  @NWSMiami for latest weather conditions. Links in the release: https://t.co/uKdPmrBq4d #Prep @PortEverglades @MyFDOT_Miami https://t.co/pobwrcvuNi,101_1.jpg,FRED,2021,"Miami, Everglades",WHISKEY,8/11/2021 4:00,"Vessels wishing to remain in port must obtain Captain-of-the-Port permission and provide a written safe-mooring plan; vessels bound for South Carolina, Georgia or Florida that cannot safely offload and depart at least 24 hours before threatening winds should divert to an alternate port.","Vessels wishing to remain in port must obtain Captain-of-the-Port permission and provide a written safe-mooring plan; vessels bound for South Carolina, Georgia or Florida that cannot safely offload and depart at least 24 hours before threatening winds should divert to an alternate port.",Ports and facilities are open to all commercial traffic and may continue all transfer operations while Condition WHISKEY is in effect.
8/11/2021 15:23,102,@USCG @NWSKeyWest @mcsonews @keysweekly #UPDATE @USCG Captain of the Port for #KeyWest set Port Condition #XRay. Check out Sector Key West's Homeport page for port specific info. https://t.co/EY0X1Hr2jl. Follow @NWSKeyWest for latest weather conditions. @monroecounty @mcsonews @keysweekly #Prep https://t.co/AUjf9KPBaR,102_1.jpg,FRED,2021,,XRAY,8/11/2021 15:23,,,
8/11/2021 13:40,103,#BreakingNews @USCG Captain of the Port for #KeyWest sets Port Condition #Whiskey ahead of TS #Fred. Check out Sector Key West's Homeport page for updates. Follow @NWSKeyWest for latest weather conditions. Links in the release: https://t.co/uKdPmrBq4d  #Prep @mcsonews @keysweekly https://t.co/5ZTmy3u3zs,103_1.jpg,FRED,2021,KeyWest,WHISKEY,8/11/2021 1:00,Vessels wishing to remain in port must obtain Captain-of-the-Port permission and submit a written safe-mooring plan.,Vessels wishing to remain in port must obtain Captain-of-the-Port permission and submit a written safe-mooring plan.,Ports and facilities remain open to all commercial traffic and transfer operations may continue while Port Condition WHISKEY is in effect.
7/7/2021 0:13,104,"#HappeningNow: @USCG Sector #Jacksonville sets port condition Yankee for Port of Jacksonville, #Fernandina for Tropical Storm #Elsa   Visit #USCG Homeport for port-specific info: https://t.co/nhlJf2e7SZ  #Storm21 https://t.co/eXPNltTDGw",104_1.jpg,ELSA,2021,"Jacksonville, Fernandina",YANKEE,7/6/2021 12:00,"All ocean-going vessels, barges and pleasure craft should plan to depart the port early and are advised to leave before bridges are closed; mariners are reminded there are no safe havens in port and vessel inventory should be kept to a minimum.","All ocean-going vessels, barges and pleasure craft should plan to depart the port early and are advised to leave before bridges are closed; mariners are reminded there are no safe havens in port and vessel inventory should be kept to a minimum.","Ports and facilities should continue Port Condition YANKEE preparations, ensuring the number of vessels in port is minimized and storm plans are executed."
7/6/2021 2:23,105,#Breaking: @USCG Captain of the Port for Coast Guard Sector St. Petersburg set Port Condition Zulu for Tropical Storm #Elsa. Visit #USCG Homeport for port-specific info: https: https://t.co/VhFXMcZhQH   #Storm21 https://t.co/v5YVoxbUUx,105_1.jpg,ELSA,2021,"Tampa, Manatee, StPetersburg",ZULU,7/5/2021 14:00,No vessels may enter or transit the ports without the Captain of the Port’s permission; all vessel movements are prohibited and mariners are advised that ports offer no safe havens.,No vessels may enter or transit the ports without the Captain of the Port’s permission; all vessel movements are prohibited and mariners are advised that ports offer no safe havens.,All waterfront operations are suspended except final safety preparations approved by the Captain of the Port; facility storm preparations should already be complete.
7/5/2021 18:29,106,#Update: @USCG Captain of the Port for Coast Guard Sector St. Petersburg set Port Condition Yankee for Tropical Storm #Elsa. Visit #USCG Homeport for port-specific info: https://t.co/nhlJf2e7SZ  #Storm21 https://t.co/k8IgUE7Mpz,106_1.jpg,ELSA,2021,"Tampa, Manatee, StPetersburg",YANKEE,7/5/2021 6:00,"Mariners are advised that there are no safe havens within these facilities; all vessels, barges and pleasure craft should make plans to depart the port and leave early to avoid bridge closures.","Mariners are advised that there are no safe havens within these facilities; all vessels, barges and pleasure craft should make plans to depart the port and leave early to avoid bridge closures.","Ports and facilities should minimize the number of vessels in port, recognize that no safe havens are available, and continue to monitor Coast Guard Homeport for detailed guidance."
7/4/2021 13:31,107,#Breaking: @USCG  Captain of the Port for Coast Guard Sector Key West set Port Condition Yankee for Tropical Storm #Elsa.  Visit #USCG Homeport for port-specific info: https://t.co/C9a8DgwhqU  @NWS  #Storm21,/,ELSA,2021,"['KEY', 'WEST']",YANKEE,7/4/2021 13:31,,,
7/3/2021 16:54,108,#Breaking: @USCG Captain of the Port for Sector Miami and Sector Key West set Port Condition X-ray for Tropical Storm #Elsa.  Visit #USCG Homeport for port-specific info: https://t.co/AFVevflelV  @NWSMiami @NWSKeyWest @MiamiDadeEM https://t.co/pGvzHRKK2F,108_1.jpg,ELSA,2021,"Miami, KeyWest",X-RAY,7/3/2021 4:00,Vessels wishing to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan; vessels unable to offload and depart within 24 hours of the arrival of hazardous winds should seek an alternate port.,Vessels wishing to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan; vessels unable to offload and depart within 24 hours of the arrival of hazardous winds should seek an alternate port.,Ports and facilities remain open to all commercial traffic and all cargo transfer operations may continue.
7/3/2021 16:13,109,@USCG #UPDATE @USCG Captain of the Port for #Tampa set Port Condition X-ray for Tropical Storm #Elsa. Pleasure crafts are advised to seek safe harbor. Visit #USCG Homeport for port-specific info: https://t.co/2AyjSpEW7m #Storm21 https://t.co/B1EZ8rXDL0,109_1.jpg,ELSA,2021,Tampa,X-RAY,7/3/2021 4:00,"Vessels that wish to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan; all vessels, including barges and pleasure craft, should prepare to depart the port or seek safe harbor, and vessels unable to off-load and depart within 24 hours of threatening winds should seek an alternate port.","Vessels that wish to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan; all vessels, including barges and pleasure craft, should prepare to depart the port or seek safe harbor, and vessels unable to off-load and depart within 24 hours of threatening winds should seek an alternate port.",Ports and facilities remain open to all commercial traffic and cargo-transfer operations may continue while Port Condition X-RAY is in effect.
7/2/2021 15:14,110,#UPDATE  @USCG Captain of the Port for #Tampa set Port Condition Whiskey for Hurricane #Elsa. Pleasure crafts are advised to seek safe harbor. Visit #USCG Homeport for port-specific info: https://t.co/21uWb4R9C2 #Storm21,/,ELSA,2021,['TAMPA'],WHISKEY,7/2/2021 15:14,,,
7/2/2021 12:55,111,"#Breaking @USCG Captain of the Port for #Miami, #KeyWest set Port Condition Whiskey for Hurricane #Elsa. Drawbridges may not be operating if sustained winds reach 25 mph or when an evacuation is in progress. Visit #USCG Homeport for port-specific info:  https://t.co/Wal09Ckm2s https://t.co/gRoFry3XJJ",111_1.jpg,ELSA,2021,"Miami, KeyWest",WHISKEY,7/2/2021 0:00,"Vessels wishing to remain must contact the Captain of the Port, obtain permission, and submit a written safe-mooring plan; drawbridges may not operate once sustained winds reach 25 mph or during an evacuation; vessels bound for South Carolina, Georgia, or Florida that cannot offload and depart within 24 hours before threatening winds should seek an alternate port.","Vessels wishing to remain must contact the Captain of the Port, obtain permission, and submit a written safe-mooring plan; drawbridges may not operate once sustained winds reach 25 mph or during an evacuation; vessels bound for South Carolina, Georgia, or Florida that cannot offload and depart within 24 hours before threatening winds should seek an alternate port.",Ports and facilities remain open to all commercial traffic and transfer operations may continue while Port Condition WHISKEY is in effect.
7/1/2021 20:31,385,"As #Elsa approaches the Caribbean, #CoastGuard Sector San Juan has set Port Condition X-Ray. Read more about Port Condition X-Ray here at: https://t.co/GsM14NO2aD. #Storm2021",/,ELSA,2021,['SanJuan'],X-RAY,7/1/2021 20:31,,,
11/11/2020 15:40,112,"#BreakingNews at 8 a.m. Wed., @USCG Sector St Pete COTP set port condition Zulu for the Ports of Tampa for the expectation of winds generated by Hurricane Eta. Boating public is urged to follow all safety guidelines for their local area. https://t.co/oAnsnyDkxx #D7 #USCGStorm2020 https://t.co/pXhWWRHuWF",112_1.png,ETA,2020,Tampa,ZULU,11/11/2020 8:00,All vessel movements within the port are prohibited and the port is closed to traffic.,All vessel movements within the port are prohibited and the port is closed to traffic.,Port facilities are closed; cargo operations are suspended and facilities must secure equipment and prepare for hurricane-force winds.
11/11/2020 12:25,386,"Eta is still out there, so are we.  Watch @uscgsoutheast and @NHC_Atlantic for updates.   In anticipation of gale-force winds in Tampa area, @USCG COTP set port condition Yankee Tues → https://t.co/1vvIqK6eem  The track may change. Our #readiness does not.  #PlanForward #USCGEta",/,ETA,2020,['TAMPA'],YANKEE,11/11/2020 12:25,,,
11/9/2020 18:41,114,#HappeningNow @USCG Station #KeyWest is underway assessing the port to ensure it is safe to open for local mariners and commercial traffic. This must happen before port condition Zulu can be lifted. #UscgEta #Eta #PortSafety #Uscgstorm2020 @NWSKeyWest https://t.co/OzdHbGHCeQ,/,ETA,2020,['KEYWEST'],ZULU,11/9/2020 18:41,,,
11/8/2020 22:34,115,#BreakingNews Effective 12 p.m. Sunday @USCG Sector St Petersburg COTP set port condition Yankee for the Port of Tampa for the expectation of sustained gale force winds generated by Tropical Storm Eta. https://t.co/6KoY4IiM5T #D7 #Ready #Responsive #USCGEta @NWSTampaBay,/,ETA,2020,['TAMPA'],YANKEE,11/8/2020 22:34,,,
11/8/2020 11:46,116,#ICYMI @USCG Sector #Miami Captain of the Port set port condition Zulu for the ports of Miami. Check out the🔗 &amp; 🎧to audio broadcasted to mariners to ensure your loved ones are safe ahead of Tropical Storm #Eta. https://t.co/hggb0l9g8U @NWSMiami #UscgEta #Ready #Responsive https://t.co/KIe4KhpMrh,/,ETA,2020,['Miami'],ZULU,11/8/2020 11:46,,,
11/8/2020 1:18,117,#Breaking @USCG Captain of the Port of #KeyWest set port condition Zulu for the ports of Key West ahead of Tropical Storm #Eta. @monroecounty is set to lock Snake Creek 🌉 6 a.m. Sunday. Read &amp; 🎧for more: https://t.co/PDUbB2VlDN @NWSKeyWest #Ready #Responsive #UscgEta #StormPrep https://t.co/8z7RC042LE,/,ETA,2020,['KeyWest'],ZULU,11/8/2020 1:18,,,
11/7/2020 21:11,118,"#HappenedEarlier @USCG Sector #Miami Captain of the Port set port condition Yankee for the ports of Miami, #Everglades, #PalmBeach &amp; #FortPierce ahead of  Tropical Storm #Eta. Read: https://t.co/cfm9SKU2Nl (audio files available) @NWSMiami #UscgEta #Ready #Responsive https://t.co/aBp4oG4iPR",118_1.jpg,ETA,2020,"Miami, Everglades, PalmBeach, FortPierce",YANKEE,11/7/2020 9:00,,,
11/7/2020 13:20,119,#BreakingNews @USCG Captain of the Port of #KeyWest set port condition Yankee effective 8 a.m. Saturday due to expected sustained gale force winds from Tropical Storm #Eta. Read more: https://t.co/YNEgJqizGV  @NWSKeyWest #USCGEta #Ready #Responsive #StormPrep https://t.co/WNAn3ByVgp,119_1.jpg,ETA,2020,KeyWest,YANKEE,11/7/2020 8:00,,,
11/6/2020 22:29,120,"#HappenedToday @USCG Sector #Miami Captain of the Port set port condition X-ray for the Ports of Miami, #Everglades, #PalmBeach &amp; #FortPierce ahead of Tropical Storm #Eta. Read more: https://t.co/d3M8TJL9sR @NWSMiami #Ready #Responsive #USCGEta https://t.co/Z30KVXRxFK",120_1.jpg,ETA,2020,"Miami, Everglades, PalmBeach, FortPierce",XRAY,11/6/2020 10:00,,,
11/6/2020 22:19,121,#BreakingNews Effective 3 p.m. Friday #USCG Sector St Pete Captain of the Port set port condition X-ray for the Port of Tampa for the expectation of sustained gale force winds generated by Tropical Storm Eta.  https://t.co/icJkGnFyMq #D7 #Ready #Responsive #USCGEta @NWSTampaBay,/,ETA,2020,['TAMPA'],X-RAY,11/6/2020 22:19,,,
11/6/2020 12:26,122,@USCG set port condition X-ray for the Port of #KeyWest to the expectation of sustained gale force winds generated by Tropical Storm #Eta. Visit the #USCG Homeport page for port condition updates. More here: https://t.co/QBjVlAMrdU  #D7 #Ready #Responsive #NWSKeyWest https://t.co/0fzo1bNm59,122_1.jpg,ETA,2020,KeyWest,XRAY,11/6/2020 0:00,,,
11/5/2020 22:08,123,#BreakingNews @USCG Sector St Pete set port condition Whiskey for the Port of Tampa due to expectation of sustained tropical force winds generated from Tropical Storm #Eta. Visit the #USCG Homeport page for port conditions updates. https://t.co/3yCOeAijef #D7 #Ready #Responsive,/,ETA,2020,['TAMPA'],WHISKEY,11/5/2020 22:08,,,
